Wall time,Step,Value
1741158587.7468407,0,4.277233600616455
1741169114.8499546,1,3.9491171836853027
1741179730.4218178,2,3.6637463569641113
1741190332.4341476,3,3.4260785579681396
1741200737.053098,4,3.234959602355957
